frame_idx,time_s,cell_idx,density,acceleration,entropy,score,category
21,0.876,14,4.0,-1.0,0.0,0.0,Green
21,0.876,15,4.0,0.0,0.0,0.0,Green
22,0.918,0,14.0,7.0,0.0,0.0,Green
22,0.918,1,25.0,9.0,0.0,0.0,Green
22,0.918,2,5.0,-3.0,0.0,0.0,Green
22,0.918,3,7.0,-3.0,0.0,0.0,Green
22,0.918,4,12.0,3.0,0.0,0.0,Green
22,0.918,5,12.0,-2.0,0.0,0.0,Green
22,0.918,6,3.0,-3.0,0.0,0.0,Green
22,0.918,7,9.0,5.0,0.0,0.0,Green
22,0.918,8,18.0,5.0,0.0,0.0,Green
22,0.918,9,3.0,3.0,0.0,0.0,Green
22,0.918,10,5.0,-2.0,0.0,0.0,Green
22,0.918,11,3.0,5.0,0.0,0.0,Green
22,0.918,12,9.0,-2.0,0.0,0.0,Green
22,0.918,13,4.0,5.0,0.0,0.0,Green
22,0.918,14,3.0,-1.0,0.0,0.0,Green
22,0.918,15,2.0,-2.0,0.0,0.0,Green
23,0.959,0,8.0,-9.0,0.0,0.0,Green
23,0.959,1,24.0,-5.0,0.0,0.0,Green
23,0.959,2,5.0,3.0,0.0,0.0,Green
23,0.959,3,7.0,1.0,0.0,0.0,Green
23,0.959,4,12.0,-1.0,0.0,0.0,Green
23,0.959,5,18.0,7.0,0.0,0.0,Green
23,0.959,6,3.0,2.0,0.0,0.0,Green
23,0.959,7,6.0,-7.0,0.0,0.0,Green
23,0.959,8,22.0,5.0,0.0,0.0,Green
23,0.959,9,1.0,-3.0,0.0,0.0,Green
23,0.959,10,2.0,-3.0,0.0,0.0,Green
23,0.959,11,0.0,-5.0,0.0,0.0,Green
23,0.959,12,10.0,1.0,0.0,0.0,Green
23,0.959,13,3.0,-3.0,0.0,0.0,Green
23,0.959,14,2.0,0.0,0.0,0.0,Green
23,0.959,15,5.0,5.0,0.0,0.0,Green
24,1.001,0,10.0,8.0,0.0,0.0,Green
24,1.001,1,24.0,1.0,0.0,0.0,Green
24,1.001,2,2.0,-3.0,0.0,0.0,Green
24,1.001,3,7.0,0.0,0.0,0.0,Green
24,1.001,4,8.0,-4.0,0.0,0.0,Green
24,1.001,5,12.0,-12.0,0.0,0.0,Green
24,1.001,6,4.0,1.0,0.0,0.0,Green
24,1.001,7,8.0,5.0,0.0,0.0,Green
24,1.001,8,25.0,-1.0,0.0,0.0,Green
24,1.001,9,2.0,3.0,0.0,0.0,Green
24,1.001,10,3.0,4.0,0.0,0.0,Green
24,1.001,11,1.0,4.0,0.0,0.0,Green
24,1.001,12,7.0,-4.0,0.0,0.0,Green
24,1.001,13,4.0,2.0,0.0,0.0,Green
24,1.001,14,2.0,1.0,0.0,0.0,Green
24,1.001,15,3.0,-5.0,0.0,0.0,Green
25,1.043,0,10.0,-2.0,0.0,0.0,Green
25,1.043,1,25.0,1.0,0.0,0.0,Green
25,1.043,2,1.0,2.0,0.0,0.0,Green
25,1.043,3,7.0,0.0,0.0,0.0,Green
25,1.043,4,9.0,5.0,0.0,0.0,Green
25,1.043,5,9.0,3.0,0.0,0.0,Green
25,1.043,6,1.0,-4.0,0.0,0.0,Green
25,1.043,7,6.0,-4.0,0.0,0.0,Green
25,1.043,8,23.0,-5.0,0.0,0.0,Green
25,1.043,9,3.0,0.0,0.0,0.0,Green
25,1.043,10,5.0,1.0,0.0,0.0,Green
25,1.043,11,3.0,1.0,0.0,0.0,Green
25,1.043,12,7.0,3.0,0.0,0.0,Green
25,1.043,13,2.0,-3.0,0.0,0.0,Green
25,1.043,14,2.0,0.0,0.0,0.0,Green
25,1.043,15,3.0,2.0,0.0,0.0,Green
26,1.084,0,13.0,3.0,0.0,0.0,Green
26,1.084,1,25.0,-1.0,0.0,0.0,Green
26,1.084,2,3.0,3.0,0.0,0.0,Green
26,1.084,3,5.0,-2.0,0.0,0.0,Green
26,1.084,4,7.0,-3.0,0.0,0.0,Green
26,1.084,5,10.0,4.0,0.0,0.0,Green
26,1.084,6,1.0,3.0,0.0,0.0,Green
26,1.084,7,5.0,1.0,0.0,0.0,Green
26,1.084,8,22.0,1.0,0.0,0.0,Green
26,1.084,9,5.0,1.0,0.0,0.0,Green
26,1.084,10,4.0,-3.0,0.0,0.0,Green
26,1.084,11,2.0,-3.0,0.0,0.0,Green
26,1.084,12,8.0,1.0,0.0,0.0,Green
26,1.084,13,4.0,4.0,0.0,0.0,Green
26,1.084,14,3.0,1.0,0.0,0.0,Green
26,1.084,15,2.0,-1.0,0.0,0.0,Green
27,1.126,0,18.0,2.0,0.0,0.0,Green
27,1.126,1,27.0,2.0,0.0,0.0,Green
27,1.126,2,4.0,-1.0,0.0,0.0,Green
27,1.126,3,11.0,8.0,0.0,0.0,Green
27,1.126,4,10.0,5.0,0.0,0.0,Green
27,1.126,5,9.0,-2.0,0.0,0.0,Green
27,1.126,6,2.0,1.0,0.0,0.0,Green
27,1.126,7,4.0,0.0,0.0,0.0,Green
27,1.126,8,23.0,2.0,0.0,0.0,Green
27,1.126,9,4.0,-3.0,0.0,0.0,Green
27,1.126,10,5.0,2.0,0.0,0.0,Green
27,1.126,11,4.0,3.0,0.0,0.0,Green
27,1.126,12,8.0,-1.0,0.0,0.0,Green
27,1.126,13,7.0,1.0,0.0,0.0,Green
27,1.126,14,8.0,4.0,0.0,0.0,Green
27,1.126,15,1.0,0.0,0.0,0.0,Green
28,1.168,0,29.0,6.0,0.0,0.0,Green
28,1.168,1,33.0,4.0,0.0,0.0,Green
28,1.168,2,7.0,2.0,0.0,0.0,Green
28,1.168,3,15.0,-2.0,0.0,0.0,Green
28,1.168,4,15.0,2.0,0.0,0.0,Green
28,1.168,5,8.0,0.0,0.0,0.0,Green
28,1.168,6,2.0,-1.0,0.0,0.0,Green
28,1.168,7,6.0,3.0,0.0,0.0,Green
28,1.168,8,22.0,-2.0,0.0,0.0,Green
28,1.168,9,3.0,0.0,0.0,0.0,Green
28,1.168,10,4.0,-2.0,0.0,0.0,Green
