frame_idx,time_s,cell_idx,density,acceleration,entropy,score,category
17,0.567,0,0.0,0.0,0.0,0.0,Green
17,0.567,1,0.0,0.0,0.0,0.0,Green
17,0.567,2,1.0,-1.0,0.0,0.0,Green
17,0.567,3,0.0,0.0,0.0,0.0,Green
17,0.567,4,0.0,-2.0,0.0,0.0,Green
17,0.567,5,1.0,-2.0,0.0,0.0,Green
17,0.567,6,2.0,-3.0,0.0,0.0,Green
17,0.567,7,7.0,-2.0,0.0,0.0,Green
17,0.567,8,0.0,0.0,0.0,0.0,Green
17,0.567,9,2.0,-1.0,0.0,0.0,Green
17,0.567,10,2.0,-1.0,0.0,0.0,Green
17,0.567,11,1.0,-1.0,0.0,0.0,Green
17,0.567,12,3.0,5.0,0.0,0.0,Green
17,0.567,13,3.0,-5.0,0.0,0.0,Green
17,0.567,14,4.0,-4.0,0.0,0.0,Green
17,0.567,15,3.0,6.0,0.0,0.0,Green
18,0.600,0,0.0,0.0,0.0,0.0,Green
18,0.600,1,0.0,0.0,0.0,0.0,Green
18,0.600,2,1.0,0.0,0.0,0.0,Green
18,0.600,3,0.0,0.0,0.0,0.0,Green
18,0.600,4,1.0,2.0,0.0,0.0,Green
18,0.600,5,1.0,1.0,0.0,0.0,Green
18,0.600,6,2.0,1.0,0.0,0.0,Green
18,0.600,7,7.0,-1.0,0.0,0.0,Green
18,0.600,8,0.0,0.0,0.0,0.0,Green
18,0.600,9,1.0,0.0,0.0,0.0,Green
18,0.600,10,3.0,4.0,0.0,0.0,Green
18,0.600,11,1.0,1.0,0.0,0.0,Green
18,0.600,12,2.0,-3.0,0.0,0.0,Green
18,0.600,13,7.0,11.0,0.0,0.0,Green
18,0.600,14,3.0,-1.0,0.0,0.0,Green
18,0.600,15,2.0,-4.0,0.0,0.0,Green
19,0.633,0,0.0,0.0,0.0,0.0,Green
19,0.633,1,0.0,0.0,0.0,0.0,Green
19,0.633,2,0.0,-1.0,0.0,0.0,Green
19,0.633,3,0.0,0.0,0.0,0.0,Green
19,0.633,4,0.0,-2.0,0.0,0.0,Green
19,0.633,5,2.0,1.0,0.0,0.0,Green
19,0.633,6,4.0,2.0,0.0,0.0,Green
19,0.633,7,8.0,1.0,0.0,0.0,Green
19,0.633,8,0.0,0.0,0.0,0.0,Green
19,0.633,9,0.0,0.0,0.0,0.0,Green
19,0.633,10,5.0,1.0,0.0,0.0,Green
19,0.633,11,0.0,-1.0,0.0,0.0,Green
19,0.633,12,2.0,1.0,0.0,0.0,Green
19,0.633,13,3.0,-8.0,0.0,0.0,Green
19,0.633,14,4.0,2.0,0.0,0.0,Green
19,0.633,15,4.0,3.0,0.0,0.0,Green
20,0.667,0,0.0,0.0,0.0,0.0,Green
20,0.667,1,0.0,0.0,0.0,0.0,Green
20,0.667,2,0.0,1.0,0.0,0.0,Green
20,0.667,3,1.0,1.0,0.0,0.0,Green
20,0.667,4,0.0,1.0,0.0,0.0,Green
20,0.667,5,6.0,3.0,0.0,0.0,Green
20,0.667,6,4.0,-2.0,0.0,0.0,Green
20,0.667,7,7.0,-2.0,0.0,0.0,Green
20,0.667,8,0.0,0.0,0.0,0.0,Green
20,0.667,9,3.0,4.0,0.0,0.0,Green
20,0.667,10,4.0,-3.0,0.0,0.0,Green
20,0.667,11,1.0,2.0,0.0,0.0,Green
20,0.667,12,1.0,-1.0,0.0,0.0,Green
20,0.667,13,2.0,3.0,0.0,0.0,Green
20,0.667,14,4.0,-1.0,0.0,0.0,Green
20,0.667,15,2.0,-4.0,0.0,0.0,Green
21,0.700,0,0.0,0.0,0.0,0.0,Green
21,0.700,1,0.0,0.0,0.0,0.0,Green
21,0.700,2,1.0,1.0,0.0,0.0,Green
21,0.700,3,1.0,-1.0,0.0,0.0,Green
21,0.700,4,0.0,0.0,0.0,0.0,Green
21,0.700,5,3.0,-7.0,0.0,0.0,Green
21,0.700,6,2.0,-2.0,0.0,0.0,Green
21,0.700,7,13.0,7.0,0.0,0.0,Green
21,0.700,8,0.0,0.0,0.0,0.0,Green
21,0.700,9,0.0,-6.0,0.0,0.0,Green
21,0.700,10,8.0,5.0,0.0,0.0,Green
21,0.700,11,1.0,-1.0,0.0,0.0,Green
21,0.700,12,3.0,3.0,0.0,0.0,Green
21,0.700,13,1.0,0.0,0.0,0.0,Green
21,0.700,14,6.0,2.0,0.0,0.0,Green
21,0.700,15,1.0,1.0,0.0,0.0,Green
22,0.733,0,0.0,0.0,0.0,0.0,Green
22,0.733,1,0.0,0.0,0.0,0.0,Green
22,0.733,2,1.0,-1.0,0.0,0.0,Green
22,0.733,3,1.0,0.0,0.0,0.0,Green
22,0.733,4,1.0,1.0,0.0,0.0,Green
22,0.733,5,3.0,3.0,0.0,0.0,Green
22,0.733,6,0.0,0.0,0.0,0.0,Green
22,0.733,7,14.0,-5.0,0.0,0.0,Green
22,0.733,8,2.0,2.0,0.0,0.0,Green
22,0.733,9,1.0,4.0,0.0,0.0,Green
22,0.733,10,7.0,-5.0,0.0,0.0,Green
22,0.733,11,5.0,4.0,0.0,0.0,Green
22,0.733,12,8.0,3.0,0.0,0.0,Green
22,0.733,13,5.0,5.0,0.0,0.0,Green
22,0.733,14,4.0,-4.0,0.0,0.0,Green
22,0.733,15,2.0,2.0,0.0,0.0,Green
23,0.767,0,0.0,0.0,0.0,0.0,Green
23,0.767,1,0.0,0.0,0.0,0.0,Green
23,0.767,2,1.0,0.0,0.0,0.0,Green
23,0.767,3,2.0,1.0,0.0,0.0,Green
23,0.767,4,0.0,-2.0,0.0,0.0,Green
23,0.767,5,3.0,0.0,0.0,0.0,Green
23,0.767,6,4.0,6.0,0.0,0.0,Green
23,0.767,7,8.0,-7.0,0.0,0.0,Green
23,0.767,8,1.0,-3.0,0.0,0.0,Green
23,0.767,9,3.0,1.0,0.0,0.0,Green
23,0.767,10,2.0,-4.0,0.0,0.0,Green
23,0.767,11,4.0,-5.0,0.0,0.0,Green
23,0.767,12,6.0,-7.0,0.0,0.0,Green
23,0.767,13,2.0,-7.0,0.0,0.0,Green
23,0.767,14,6.0,4.0,0.0,0.0,Green
23,0.767,15,1.0,-2.0,0.0,0.0,Green
24,0.800,0,0.0,0.0,0.0,0.0,Green
24,0.800,1,0.0,0.0,0.0,0.0,Green
24,0.800,2,0.0,-1.0,0.0,0.0,Green
24,0.800,3,1.0,-2.0,0.0,0.0,Green
24,0.800,4,0.0,1.0,0.0,0.0,Green
24,0.800,5,4.0,1.0,0.0,0.0,Green
24,0.800,6,0.0,-8.0,0.0,0.0,Green
24,0.800,7,5.0,3.0,0.0,0.0,Green
24,0.800,8,1.0,1.0,0.0,0.0,Green
24,0.800,9,0.0,-5.0,0.0,0.0,Green
24,0.800,10,5.0,8.0,0.0,0.0,Green
24,0.800,11,7.0,4.0,0.0,0.0,Green
24,0.800,12,6.0,2.0,0.0,0.0,Green
24,0.800,13,6.0,7.0,0.0,0.0,Green
24,0.800,14,8.0,0.0,0.0,0.0,Green
24,0.800,15,9.0,9.0,0.0,0.0,Green
25,0.833,0,0.0,0.0,0.0,0.0,Green
25,0.833,1,0.0,0.0,0.0,0.0,Green
25,0.833,2,0.0,1.0,0.0,0.0,Green
25,0.833,3,0.0,0.0,0.0,0.0,Green
25,0.833,4,0.0,0.0,0.0,0.0,Green
25,0.833,5,3.0,-2.0,0.0,0.0,Green
25,0.833,6,3.0,7.0,0.0,0.0,Green
25,0.833,7,5.0,3.0,0.0,0.0,Green
25,0.833,8,0.0,-1.0,0.0,0.0,Green
25,0.833,9,1.0,4.0,0.0,0.0,Green
25,0.833,10,2.0,-6.0,0.0,0.0,Green
25,0.833,11,6.0,-4.0,0.0,0.0,Green
25,0.833,12,2.0,-4.0,0.0,0.0,Green
25,0.833,13,3.0,-7.0,0.0,0.0,Green
25,0.833,14,3.0,-7.0,0.0,0.0,Green
25,0.833,15,3.0,-14.0,0.0,0.0,Green
26,0.867,0,0.0,0.0,0.0,0.0,Green
26,0.867,1,0.0,0.0,0.0,0.0,Green
26,0.867,2,0.0,0.0,0.0,0.0,Green
26,0.867,3,0.0,1.0,0.0,0.0,Green
26,0.867,4,0.0,0.0,0.0,0.0,Green
26,0.867,5,0.0,-2.0,0.0,0.0,Green
26,0.867,6,3.0,-3.0,0.0,0.0,Green
26,0.867,7,3.0,-2.0,0.0,0.0,Green
26,0.867,8,0.0,1.0,0.0,0.0,Green
26,0.867,9,1.0,-1.0,0.0,0.0,Green
26,0.867,10,5.0,6.0,0.0,0.0,Green
26,0.867,11,6.0,1.0,0.0,0.0,Green
26,0.867,12,5.0,7.0,0.0,0.0,Green
