frame_idx,time_s,cell_idx,density,acceleration,entropy,score
2,0.080,65,0.0,0.0,0.2563095976714535,0.061028957799045325
2,0.080,66,0.0,0.0,0.31472770002556577,0.07493868234958448
2,0.080,67,0.0,0.0,0.6981854579520204,0.1662424319509071
2,0.080,68,0.0,0.0,0.34295528994685365,0.0816598524100332
2,0.080,69,0.0,0.0,0.522554608925009,0.1244236012443824
2,0.080,70,0.0,0.0,0.3104658289764549,0.07392390354003493
2,0.080,71,0.0,0.0,-0.0,0.0
2,0.080,72,0.0,0.0,-0.0,0.0
2,0.080,73,0.0,0.0,0.25226283354334456,0.060065397325927083
2,0.080,74,0.0,0.0,0.011155732447506407,0.0026562513887170595
2,0.080,75,0.0,0.0,0.013440142031394027,0.003200183950577343
2,0.080,76,0.0,0.0,0.15994400787204283,0.03808369329636005
2,0.080,77,1.0,0.0,0.5206741055988947,0.19326922576062971
2,0.080,78,0.0,0.0,0.3821091862742679,0.09098264604843972
2,0.080,79,1.0,0.0,0.5316716638133356,0.1935010616967932
2,0.080,80,0.0,0.0,0.5698859927960577,0.1356935070734233
2,0.080,81,0.0,0.0,-0.0,0.0
2,0.080,82,0.0,0.0,0.26237552873375636,0.06247329485928968
2,0.080,83,0.0,0.0,0.37787853937636223,0.08997530190939618
2,0.080,84,0.0,0.0,0.04896757875256622,0.01165949431609845
2,0.080,85,0.0,0.0,0.20846581091319702,0.04963704555875953
2,0.080,86,0.0,0.0,0.2969431213701912,0.07070406019694886
2,0.080,87,0.0,0.0,0.690022166404907,0.16429869991802126
2,0.080,88,0.0,0.0,0.29725138319611216,0.07077745931323674
2,0.080,89,0.0,0.0,0.29229107530037973,0.06959637821448303
2,0.080,90,0.0,0.0,0.7051258115558384,0.1678949746221371
2,0.080,91,0.0,0.0,0.33035868661274076,0.07866052042920622
2,0.080,92,0.0,0.0,-0.0,0.0
2,0.080,93,0.0,0.0,-0.0,0.0
2,0.080,94,0.0,0.0,0.008821011863561769,0.0021003394553185967
2,0.080,95,0.0,0.0,0.3358021626179281,0.07995664695126699
2,0.080,96,1.0,0.0,0.23905582072219964,0.18733252259051902
2,0.080,97,0.0,0.0,0.4224341953083662,0.10058428912753617
2,0.080,98,0.0,0.0,0.3310512066913973,0.07882541389803956
2,0.080,99,0.0,0.0,0.14262666684040787,0.033960323416290066
3,0.120,0,0.0,0.0,0.37140914921127827,0.110956339749021
3,0.120,1,2.0,0.0,0.36169599311999734,0.2425361700129386
3,0.120,2,0.0,0.0,0.34807348839896374,0.10398494576247658
3,0.120,3,1.0,0.0,0.3223827703565258,0.17213974863953568
3,0.120,4,0.0,0.0,0.6234698821905039,0.1862580289648691
3,0.120,5,1.0,0.0,0.16931622504482213,0.15985325594671765
3,0.120,6,1.0,0.0,0.2547348355028734,0.16670971913458363
3,0.120,7,1.0,2.0,-0.0,0.6462624183306179
3,0.120,8,4.0,0.0,0.32618071339941535,0.3974446055849196
3,0.120,9,0.0,0.0,0.5358521164678703,0.16008272713879482
3,0.120,10,1.0,0.0,0.32365019815155627,0.17224148375291792
3,0.120,11,0.0,0.0,0.5338849869238537,0.15949505854075474
3,0.120,12,0.0,0.0,0.643140543760376,0.19213452558017774
3,0.120,13,0.0,0.0,0.4364282542289238,0.13038042211703846
3,0.120,14,3.0,0.0,0.6691105415120742,0.20012785562295593
3,0.120,15,1.0,0.0,0.2789299739338406,0.16865183777931056
3,0.120,16,2.0,0.0,0.5468900657586614,0.21694118157383974
3,0.120,17,0.0,0.0,0.0,0.0
3,0.120,18,0.0,1.0,0.3087955909739727,0.342250900598082
3,0.120,19,3.0,1.0,0.25883407278231113,0.5964659111869344
3,0.120,20,0.0,0.0,0.0,0.0
3,0.120,21,0.0,0.0,0.0,0.0
3,0.120,22,0.0,0.0,0.0684175753838269,0.020439355775734434
3,0.120,23,1.0,1.0,0.5633001211598334,0.4414779342906858
3,0.120,24,1.0,0.0,0.6066055170303093,0.19495401346160257
3,0.120,25,0.0,0.0,0.4193545554100453,0.12527975313528894
3,0.120,26,0.0,0.0,0.43470811705099044,0.129866541062856
3,0.120,27,0.0,0.0,0.1237441088802919,0.0369678383422133
3,0.120,28,1.0,-1.0,0.09771421673944805,0.15410583707054465
3,0.120,29,0.0,0.0,0.3622744477213754,0.10822740039959484
3,0.120,30,0.0,0.0,0.0,0.0
3,0.120,31,0.0,0.0,0.45113806628987835,0.1347748935729666
3,0.120,32,0.0,0.0,0.34147799631653464,0.10201458056855486
3,0.120,33,1.0,0.0,0.6694690002417015,0.2
3,0.120,34,0.0,0.0,0.5196721952247223,0.15524906904938174
3,0.120,35,0.0,0.0,0.5151262750171637,0.15389100162402897
3,0.120,36,0.0,0.0,0.0,0.0
3,0.120,37,1.0,0.0,0.3372683422781776,0.17333459804487994
3,0.120,38,0.0,0.0,-0.0,0.0
3,0.120,39,0.0,0.0,0.0,0.0
3,0.120,40,0.0,0.0,0.0,0.0
3,0.120,41,1.0,0.0,0.4422872848243368,0.1817643595422292
3,0.120,42,0.0,0.0,0.40985277241275525,0.12244115030413183
3,0.120,43,0.0,0.0,0.08298737407182503,0.02479199904457524
3,0.120,44,1.0,0.0,0.004359310580989725,0.14661233566552595
3,0.120,45,0.0,0.0,0.09888323402510613,0.029540795463092646
3,0.120,46,0.0,0.0,0.2579170124794153,0.07705121891717116
3,0.120,47,0.0,0.0,0.09438086807485035,0.02819573962073691
3,0.120,48,0.0,0.0,-0.0,0.0
3,0.120,49,0.0,0.0,0.0,0.0
3,0.120,50,0.0,0.0,0.0,0.0
3,0.120,51,1.0,0.0,0.4477363995488291,0.18220175432440358
3,0.120,52,1.0,-1.0,-0.0,0.1462624183306179
3,0.120,53,0.0,0.0,0.06723352292795405,0.02008562693826911
3,0.120,54,0.0,0.0,0.15723891362972883,0.046974217946748886
3,0.120,55,0.0,0.0,0.0720371787313547,0.02152069138536565
3,0.120,56,0.0,0.0,0.33749956861060015,0.10082604825279472
3,0.120,57,1.0,0.0,0.309379553823739,0.1710959939471705
3,0.120,58,0.0,0.0,0.060260253587475714,0.018002402968836397
3,0.120,59,0.0,0.0,0.0,0.0
3,0.120,60,0.0,0.0,0.0,0.0
3,0.120,61,0.0,0.0,0.0,0.0
3,0.120,62,0.0,0.0,0.0,0.0
3,0.120,63,1.0,0.0,0.0633943471497088,0.1513510167662508
3,0.120,64,0.0,0.0,-0.0,0.0
3,0.120,65,0.0,0.0,0.2692509007775772,0.0804371526330176
3,0.120,66,0.0,0.0,0.33024110176114113,0.09865762317356372
3,0.120,67,0.0,0.0,0.38740759223398213,0.11573578226747305
3,0.120,68,0.0,0.0,-0.0,0.0
3,0.120,69,0.0,0.0,0.2742001442905052,0.08191571056807992
3,0.120,70,0.0,0.0,0.1367449153762671,0.040851754249083216
3,0.120,71,0.0,0.0,0.0,0.0
3,0.120,72,0.0,0.0,0.0,0.0
3,0.120,73,0.0,0.0,0.246828212896197,0.07373850404039126
3,0.120,74,0.0,0.0,-0.0,0.0
3,0.120,75,0.0,0.0,0.0,0.0
3,0.120,76,0.0,0.0,0.0,0.0
3,0.120,77,1.0,0.0,0.4359079265432476,0.18125229507545848
3,0.120,78,0.0,0.0,0.2064607315595879,0.06167895197090483
3,0.120,79,1.0,0.0,0.497070916884994,0.1861617848165019
3,0.120,80,1.0,2.0,0.4301567806400201,0.6807906565641074
3,0.120,81,0.0,0.0,0.0,0.0
3,0.120,82,0.0,0.0,0.0,0.0
3,0.120,83,0.0,0.0,0.37820893786704674,0.1129877373651357
3,0.120,84,0.0,0.0,-0.0,0.0
3,0.120,85,0.0,0.0,0.32320186649681354,0.09655469226510159
3,0.120,86,0.0,0.0,0.3370737202299867,0.10069882850685885
3,0.120,87,0.0,0.0,0.48548204761606684,0.14503495977880707
3,0.120,88,0.0,0.0,0.0,0.0
3,0.120,89,0.0,0.0,0.31551960681943725,0.09425966152443915
3,0.120,90,0.0,0.0,0.0,0.0
3,0.120,91,0.0,0.0,-0.0,0.0
3,0.120,92,0.0,0.0,0.0,0.0
3,0.120,93,0.0,0.0,0.0,0.0
3,0.120,94,0.0,0.0,0.0,0.0
3,0.120,95,0.0,0.0,0.3317901846097015,0.09912040273408142
3,0.120,96,1.0,0.0,0.26492799547103485,0.16752791350364388
3,0.120,97,0.0,0.0,0.0,0.0
3,0.120,98,0.0,0.0,0.0,0.0
3,0.120,99,0.0,0.0,0.0,0.0
4,0.160,0,0.0,0.0,0.44865723805606667,0.12310073755188765
4,0.160,1,2.0,0.0,0.3756828072011781,0.22818672358225925
4,0.160,2,0.0,0.0,0.36046784111291585,0.09890369159538977
4,0.160,3,1.0,0.0,0.43472324095464265,0.17137662125821207
4,0.160,4,0.0,0.0,0.7289269698598763,0.2
4,0.160,5,1.0,0.0,0.07614032590413554,0.13648972629594208
4,0.160,6,2.0,1.0,0.2145464710487222,0.7410444176259556
4,0.160,7,1.0,-1.0,-0.0,0.12908195687715526
4,0.160,8,4.0,0.0,0.33042794107984613,0.37293410348435113
4,0.160,9,0.0,0.0,0.3634791624149159,0.09972992561512399
4,0.160,10,1.0,0.0,-0.0,0.12908195687715526
4,0.160,11,0.0,0.0,0.5312675303107228,0.14576701158769031
4,0.160,12,0.0,0.0,0.6738242817626922,0.18488114986120582
4,0.160,13,0.0,0.0,0.47564604281747386,0.13050581539297654
4,0.160,14,3.0,0.0,0.6951022456827338,0.20868885387604158
4,0.160,15,1.0,0.0,0.33787943799605963,0.16195458958922698
4,0.160,16,2.0,0.0,0.5077923717169992,0.21764518837456232
4,0.160,17,0.0,0.0,0.0,0.0
4,0.160,18,0.0,0.0,0.3223926967315815,0.08845678924283897
4,0.160,19,3.0,0.0,0.16422607169052048,0.34505967771286883
4,0.160,20,0.0,0.0,0.0,0.0
4,0.160,21,0.0,0.0,-0.0,0.0
4,0.160,22,0.0,0.0,0.1715304439159937,0.04706382148240928
4,0.160,23,2.0,1.0,0.5337170653287703,0.7155765563912625
4,0.160,24,1.0,0.0,0.5249602375450282,0.18015587004455225
4,0.160,25,0.0,0.0,0.47482473096517763,0.13028046720687386
4,0.160,26,0.0,0.0,0.39116885574386245,0.10732731039408734
4,0.160,27,0.0,0.0,0.1871557015955443,0.051351015762668734
4,0.160,28,1.0,0.0,0.2731848539320367,0.15566038798580867
4,0.160,29,0.0,0.0,0.5334854963039443,0.1463755680233639
4,0.160,30,0.0,0.0,0.0,0.0
4,0.160,31,0.0,0.0,-0.0,0.0
4,0.160,32,0.0,0.0,0.2389085530382928,0.06555075142417048
4,0.160,33,1.0,0.0,0.685962154758288,0.19581990962589133
4,0.160,34,0.0,0.0,0.4115376736019634,0.11291602331055868
4,0.160,35,0.0,0.0,0.33271139250137055,0.09128799077507824
4,0.160,36,0.0,0.0,-0.0,0.0
4,0.160,37,1.0,0.0,0.32343035168971196,0.16054882334908327
4,0.160,38,0.0,0.0,-0.0,0.0
4,0.160,39,0.0,0.0,-0.0,0.0
4,0.160,40,0.0,0.0,0.0,0.0
4,0.160,41,1.0,0.0,0.2078591268799004,0.14930478184188298
4,0.160,42,0.0,0.0,0.46079191158525923,0.1264301996327118
4,0.160,43,0.0,0.0,0.06677093808582887,0.018320336836669508
4,0.160,44,1.0,0.0,0.11211265723802569,0.1399895108426114
4,0.160,45,0.0,0.0,0.02769018465085648,0.007597519585859046
4,0.160,46,0.0,0.0,0.31636789546397637,0.08680372891808152
4,0.160,47,0.0,0.0,0.15342090851970916,0.04209500124524182
4,0.160,48,0.0,0.0,0.04221915620983606,0.011583919365187427
4,0.160,49,0.0,0.0,0.0,0.0
4,0.160,50,0.0,0.0,0.0,0.0
4,0.160,51,1.0,0.0,0.5524772359181982,0.18283302668428375
4,0.160,52,0.0,-1.0,0.10526314870819763,0.028881672118245993
4,0.160,53,0.0,0.0,0.12039550475240594,0.03303362606422696
4,0.160,54,0.0,0.0,0.2391301314271985,0.06561154719605647
4,0.160,55,0.0,0.0,0.08612348172570357,0.023630208590651913
4,0.160,56,0.0,0.0,0.3254874605947979,0.08930591789116193
4,0.160,57,1.0,0.0,0.3286678862314274,0.16105838838899145
4,0.160,58,0.0,0.0,0.23312400887277038,0.0639636118602072
4,0.160,59,0.0,0.0,-0.0,0.0
4,0.160,60,0.0,0.0,0.0,0.0
4,0.160,61,0.0,0.0,0.1811881477331988,0.04971366274677122
4,0.160,62,0.0,0.0,-0.0,0.0
4,0.160,63,1.0,0.0,0.07062571909828373,0.1359532046148495
4,0.160,64,0.0,0.0,-0.0,0.0
4,0.160,65,0.0,0.0,0.05065585484692745,0.01389874622327808
4,0.160,66,0.0,0.0,0.33029132250589205,0.09062398187005893
4,0.160,67,0.0,0.0,0.31907882695517953,0.08754754321040337
4,0.160,68,0.0,0.0,0.26237552873375636,0.07198952421370651
4,0.160,69,0.0,0.0,0.32465936755793,0.08907870911137784
4,0.160,70,0.0,0.0,0.15542340983239733,0.04264443936332191
4,0.160,71,0.0,0.0,0.0,0.0
4,0.160,72,0.0,0.0,0.0,0.0
4,0.160,73,0.0,0.0,0.15023874369504517,0.041221891878668177
4,0.160,74,0.0,0.0,0.3220908824286198,0.08837397866909391
4,0.160,75,0.0,0.0,0.0,0.0
4,0.160,76,0.0,0.0,-0.0,0.0
4,0.160,77,1.0,0.0,0.40320417264344044,0.16831009918108902
4,0.160,78,0.0,0.0,0.29132701604245265,0.07993311486292112
4,0.160,79,1.0,0.0,0.4281032183192424,0.1707325525515462
4,0.160,80,0.0,-2.0,0.5436142559929438,0.1491546556707716
4,0.160,81,0.0,0.0,0.0,0.0
4,0.160,82,0.0,0.0,-0.0,0.0
4,0.160,83,0.0,0.0,0.0,0.0
4,0.160,84,0.0,0.0,0.0,0.0
4,0.160,85,0.0,0.0,0.308801556049138,0.08472770766281287
4,0.160,86,0.0,0.0,0.2299877187248284,0.06310308939976239
4,0.160,87,0.0,0.0,0.5124660688820742,0.14060834351638468
4,0.160,88,0.0,0.0,0.0,0.0
4,0.160,89,0.0,0.0,0.317004475361831,0.08697839110625026
4,0.160,90,0.0,0.0,0.0,0.0
4,0.160,91,0.0,0.0,-0.0,0.0
4,0.160,92,0.0,0.0,0.0,0.0
4,0.160,93,0.0,0.0,0.0,0.0
4,0.160,94,0.0,0.0,0.0,0.0
4,0.160,95,0.0,0.0,0.3162139592815673,0.08676149253809447
4,0.160,96,1.0,0.0,0.25771976385984674,0.15415577371032224
4,0.160,97,0.0,0.0,-0.0,0.0
4,0.160,98,0.0,0.0,0.0,0.0
4,0.160,99,0.0,0.0,-0.0,0.0
5,0.200,0,0.0,0.0,0.453163909395093,0.1256502056767422
5,0.200,1,1.0,-1.0,0.2210537085734882,0.1714674663627862
5,0.200,2,1.0,1.0,0.33298208740617746,0.42785139128641597
5,0.200,3,1.0,0.0,0.4589410292706788,0.18503556063389498
5,0.200,4,0.0,0.0,0.718959840242062,0.1993482930278362
5,0.200,5,1.0,0.0,0.07909428044233105,0.1633706964386421
5,0.200,6,2.0,-1.0,0.040227004671174606,0.3111538701690508
5,0.200,7,1.0,0.0,-0.0,0.1588594906702897
5,0.200,8,3.0,-1.0,0.41022660303338043,0.3192815997124022
5,0.200,9,0.0,0.0,0.3770679801363946,0.1045508441338483
5,0.200,10,1.0,0.0,0.0,0.1588594906702897
5,0.200,11,0.0,0.0,0.5041809947270989,0.1397958760006461
5,0.200,12,0.0,0.0,0.5977487034085457,0.16573969367186994
5,0.200,13,0.0,0.0,0.5038430126134532,0.1397021626196504
5,0.200,14,3.0,0.0,0.7213102548529667,0.2
5,0.200,15,1.0,0.0,0.20575814800231756,0.17059507178895658
5,0.200,16,2.0,0.0,0.3833824840468213,0.2551503499060902
5,0.200,17,0.0,0.0,0.0,0.0
5,0.200,18,0.0,0.0,0.336149709610236,0.09320530447158482
5,0.200,19,2.0,-1.0,0.1574247077559895,0.292027018540673
5,0.200,20,0.0,0.0,0.0,0.0
5,0.200,21,0.0,0.0,-0.0,0.0
5,0.200,22,0.0,0.0,0.006545009949033452,0.0018147558294086916
5,0.200,23,2.0,-1.0,0.5008647319891526,0.23597706010419806
5,0.200,24,1.0,0.0,0.5727650831162993,0.19152760690341009
5,0.200,25,0.0,0.0,0.5564368468766073,0.1542850231597033
5,0.200,26,0.0,0.0,0.33201368781794427,0.09205849648862197
5,0.200,27,0.0,0.0,0.248912202494356,0.0690166820226602
5,0.200,28,1.0,0.0,0.1527238701261049,0.16757021918346363
5,0.200,29,1.0,1.0,0.47053300127944003,0.4356967180614618
5,0.200,30,0.0,0.0,0.0,0.0
5,0.200,31,0.0,0.0,-0.0,0.0
5,0.200,32,0.0,0.0,0.29074345191177253,0.08061536626040018
5,0.200,33,1.0,0.0,0.7041627043155388,0.19902197569198496
5,0.200,34,0.0,0.0,0.43968857605437817,0.12191385692804413
5,0.200,35,0.0,0.0,0.0776426184899374,0.02152821700996452
5,0.200,36,0.0,0.0,0.05235127928215333,0.014515606545154337
5,0.200,37,1.0,0.0,0.33243586445336437,0.17782023702188818
5,0.200,38,0.0,0.0,0.3332091236858204,0.09238995881286684
5,0.200,39,0.0,0.0,-0.0,0.0
5,0.200,40,0.0,0.0,0.0,0.0
5,0.200,41,1.0,0.0,0.2421091851501459,0.17266838236906154
5,0.200,42,0.0,0.0,0.41048229645268847,0.1138157384262787
5,0.200,43,0.0,0.0,0.03046720671579758,0.008447739793192896
5,0.200,44,1.0,0.0,0.23352927594808695,0.17217902036124244
5,0.200,45,0.0,0.0,0.22886017889313903,0.0634567933433278
5,0.200,46,0.0,0.0,0.21307399677326902,0.05907970816710555
5,0.200,47,0.0,0.0,0.21212357911512428,0.05881618282506297
5,0.200,48,0.0,0.0,0.21505820992530755,0.05962987729022248
5,0.200,49,0.0,0.0,0.0,0.0
5,0.200,50,0.0,0.0,0.0,0.0
5,0.200,51,1.0,0.0,0.4297153115089579,0.18336864836396108
5,0.200,52,1.0,2.0,-0.0,0.6588594906702897
5,0.200,53,0.0,0.0,0.12095112893475485,0.03353650613477269
5,0.200,54,0.0,0.0,0.20851984930078152,0.057816965140274235
5,0.200,55,0.0,0.0,0.04294183736882998,0.011906620508974553
5,0.200,56,0.0,0.0,0.3353766699820428,0.09299096130288807
5,0.200,57,1.0,0.0,0.08745375501367632,0.16384748578037137
5,0.200,58,0.0,0.0,0.1611921534088296,0.04469426361938729
5,0.200,59,0.0,0.0,0.0,0.0
5,0.200,60,0.0,0.0,0.0,0.0
5,0.200,61,0.0,0.0,-0.0,0.0
5,0.200,62,0.0,0.0,0.0,0.0
5,0.200,63,1.0,0.0,0.09232434407701767,0.16412528373687266
5,0.200,64,0.0,0.0,0.25391090770486163,0.07040268899452132
5,0.200,65,0.0,0.0,-0.0,0.0
